Total Nacional;Municipios;Indicadores;Sexo;Periodo;Total
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2017;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2016;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2015;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2014;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2013;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2012;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2011;""
Total Nacional;Cáceres;Renta neta media anual por unidad de consumo (Euros);Hombres;2010;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2023;20,39
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2022;21,61
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2021;23,14
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2020;20,85
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2019;23,46
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2018;25,98
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2017;28,71
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2016;32,66
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2015;36,13
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2014;39,02
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2013;35,45
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2012;31,65
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2011;28,64
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Total;2010;26,04
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2023;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2022;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2021;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2020;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2019;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2018;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2017;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2016;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2015;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2014;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2013;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2012;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2011;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Mujeres;2010;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2023;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2022;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2021;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2020;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2019;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2018;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2017;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2016;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2015;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2014;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2013;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2012;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2011;""
Total Nacional;Cádiz;Tasa de desempleo (Porcentaje);Hombres;2010;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2023;79,54
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2022;78
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2021;76,48
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2020;78,78
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2019;76,21
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2018;73,83
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2017;70,97
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2016;66,87
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2015;63,39
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2014;60,45
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2013;64,36
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2012;68,32
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2011;71,25
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2010;74,09
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2023;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2022;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2021;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2020;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2019;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2018;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2017;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2016;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2015;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2014;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2013;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2012;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2011;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2010;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2023;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2022;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2021;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2020;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2019;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2018;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2017;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2016;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2015;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2014;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2013;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2012;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2011;""
Total Nacional;Cádiz;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2010;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2023;51,74
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2022;51,02
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2021;51,93
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2020;50,34
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2019;51,2
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2018;51,01
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2017;51,47
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2016;52,51
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2015;53,2
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2014;53,8
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2013;52,47
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2012;53,1
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2011;52,71
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Total;2010;52,48
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2023;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2022;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2021;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2020;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2019;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2018;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2017;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2016;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2015;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2014;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2013;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2012;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2011;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Mujeres;2010;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2023;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2022;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2021;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2020;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2019;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2018;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2017;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2016;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2015;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2014;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2013;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2012;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2011;""
Total Nacional;Cádiz;Tasa de actividad (Porcentaje);Hombres;2010;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2023;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2022;89,65
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2021;89,57
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2020;89,74
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2019;88,68
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2018;87,31
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2017;87,76
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2016;85,73
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2015;83,03
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2014;87,63
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2013;88,93
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2012;77,75
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2011;77,47
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2010;82,75
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2023;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2022;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2021;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2020;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2019;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2018;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2017;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2016;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2015;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2014;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2013;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2012;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2011;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2010;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2023;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2022;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2021;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2020;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2019;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2018;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2017;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2016;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2015;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2014;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2013;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2012;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2011;""
Total Nacional;Cádiz;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2010;""
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2023;""
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2022;6,14
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2021;6,24
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2020;6,17
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2019;7,34
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2018;8,4
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2017;8,72
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2016;10,71
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2015;11,44
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2014;8,45
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2013;6,16
Total Nacional;Cádiz;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2012;16,98
